,nome,cpf,idade,data,endereco,estado,pais,nivel_educacao,salario,numero_filhos,estado_civil,area_atuacao
2634,Sophia Aragão,609.137.842-22,20,26/08/2003,"Rodovia Sara da Paz, 596
São Gonçalo
82406-915 da Mata do Sul / DF",Tocantins,Brasil,Doutorado,29830,0,,Administração
2635,Dr. Diogo Nascimento,527.098.341-97,28,10/04/1996,"Recanto Mendes, 532
Madri
51749670 Fonseca / CE",Roraima,Brasil,Doutorado,4805,3,Viúvo(a),Educação
2636,Ana Cecília da Costa,584.109.267-76,41,14/01/1983,"Quadra Sousa, 8
Jatobá
41077-081 Costela de da Cruz / PA",Mato Grosso,Brasil,Ensino Superior,14441,1,Solteiro(a),Saúde
2637,Valentina Pacheco,183.467.295-37,40,14/12/1983,"Estação Diego Azevedo, 45
Biquinhas
98720872 Camargo da Praia / PB",Amapá,Brasil,Ensino Superior,22525,4,Casado(a),Saúde
2638,Catarina Vargas,097.842.356-92,31,16/10/1992,"Esplanada Théo Silva, 10
Jardim América
73533545 Castro / RR",Amazonas,Brasil,Ensino Médio,27748,2,Divorciado(a),Engenharia
2639,Vitória Gonçalves,459.138.267-28,52,04/08/1972,"Sítio de Montenegro, 6
Custodinha
23265186 Pimenta do Oeste / AP",Distrito Federal,Brasil,Doutorado,17840,2,Viúvo(a),Administração
2640,Paulo Machado,365.702.894-38,39,10/08/1985,"Loteamento Marina Aparecida, 19
Vila Batik
15765-072 Jesus do Sul / AM",Espírito Santo,Brasil,Doutorado,26622,1,Viúvo(a),Saúde
2641,Thiago Siqueira,218.370.564-71,21,14/04/2003,"Alameda Vitória Garcia
Lorena
66948-758 Costela das Pedras / DF",Espírito Santo,Brasil,Mestrado,24942,4,Divorciado(a),Engenharia
2642,Bianca Barros,395.742.816-55,49,17/06/1975,"Área Nina Viana, 34
Vila Santo Antônio
77809239 Camargo do Galho / BA",Santa Catarina,Brasil,Ensino Médio,6898,0,Casado(a),Saúde
2643,João Miguel Ribeiro,951.267.308-86,30,13/06/1994,"Viela Eloá Moreira, 61
João Alfredo
93863259 Lima do Sul / PA",Espírito Santo,Brasil,Pós-Graduação,17622,1,Viúvo(a),Educação
2644,Yan da Mata,876.345.921-37,45,07/05/1979,"Morro Abreu, 56
Vila Ecológica
11129996 Cassiano / PB",Goiás,Brasil,Ensino Superior,12513,3,Solteiro(a),Administração
2645,Vitor Gabriel Siqueira,574.318.026-17,49,05/12/1974,"Viaduto de Rodrigues, 6
Esperança
51690-675 Lopes do Sul / AP",Tocantins,Brasil,Doutorado,26721,1,,Tecnologia
2646,Manuela Oliveira,203.178.649-04,29,02/01/1995,"Fazenda de Duarte, 76
Santa Monica
28327-282 Mendonça / AL",Tocantins,Brasil,Ensino Superior,7774,4,Divorciado(a),Engenharia
2647,Fernando Araújo,290.146.758-01,56,03/07/1968,"Condomínio Casa Grande, 62
Ribeiro De Abreu
46970288 Macedo do Galho / RN",Piauí,Brasil,Pós-Graduação,27005,4,,Educação
2648,Srta. Maria Luísa Cunha,612.549.807-76,43,21/01/1981,"Ladeira Davi Miguel Vargas
Boa Vista
12168606 Carvalho da Praia / DF",Piauí,Brasil,Ensino Médio,8265,3,Solteiro(a),
2649,Gabriel Fogaça,042.587.961-58,59,14/02/1965,"Colônia Porto, 35
Jardim Leblon
64785846 da Costa / PB",Tocantins,Brasil,Ensino Fundamental,28723,0,Divorciado(a),
2650,Ana Lívia Novaes,650.842.739-38,18,28/06/2006,"Vila Sales, 56
Serra
34192632 Leão / SC",Rio Grande do Sul,Brasil,Ensino Médio,17227,4,Viúvo(a),Engenharia
2651,Gabriel Melo,902.478.136-13,26,08/03/1998,"Campo Davi Lucas Costa, 235
Serra Do Curral
01702-643 Fogaça de da Mota / MS",Santa Catarina,Brasil,Mestrado,28883,1,,Engenharia
2652,Luan Macedo,604.382.591-06,22,19/06/2002,"Largo de Costela, 196
Silveira
43433781 Casa Grande de Correia / RJ",Acre,Brasil,Ensino Fundamental,17255,3,,Administração
2653,Dr. Pedro Henrique Melo,630.254.197-25,21,13/04/2003,"Fazenda de Souza, 75
Serra Verde
81770-742 Vasconcelos / MA",Rio de Janeiro,Brasil,Mestrado,6804,3,Viúvo(a),Marketing
2654,Alícia Gomes,829.354.071-05,43,22/02/1981,"Recanto Nicole Silveira, 11
Bonsucesso
83677059 da Conceição / PI",Tocantins,Brasil,Ensino Superior,8459,1,Divorciado(a),Educação
2655,Dr. Asafe Siqueira,691.034.725-07,49,24/11/1974,"Praça Lorena Pastor, 707
Alto Barroca
17922-953 da Rosa / ES",Sergipe,Brasil,Ensino Médio,8158,2,Divorciado(a),Tecnologia
2656,Sr. Alexandre Ribeiro,287.305.914-14,30,31/12/1993,"Conjunto Correia, 913
São Francisco
01969-639 Peixoto / RS",Bahia,Brasil,Pós-Graduação,20426,1,Casado(a),Administração
2657,Rafaela Montenegro,706.598.413-39,49,01/08/1975,"Distrito Barros, 79
Maria Tereza
29432-647 Gonçalves do Campo / ES",Piauí,Brasil,Ensino Médio,3450,2,Viúvo(a),Marketing
2658,Ester das Neves,134.927.850-50,60,14/08/1964,"Ladeira Otávio Lima, 911
Lindéia
37244-777 Ferreira / MA",Sergipe,Brasil,Doutorado,21693,2,,Administração
2659,Srta. Beatriz Gonçalves,105.246.938-89,39,09/07/1985,"Estrada Bruna Camargo
Miramar
21575-091 Casa Grande / BA",Roraima,Brasil,Ensino Fundamental,4375,4,Solteiro(a),Administração
2660,Vinícius Cavalcanti,463.297.180-40,52,14/02/1972,"Avenida da Cruz, 77
Vila Dos Anjos
84230158 Souza / RN",Goiás,Brasil,Doutorado,29350,2,,Engenharia
2661,Lorenzo Abreu,357.416.980-93,42,06/06/1982,"Parque Costela, 59
Centro
07382890 Santos / TO",Bahia,Brasil,Pós-Graduação,4233,4,Solteiro(a),Marketing
2662,Sra. Nicole Garcia,941.857.320-23,50,04/04/1974,"Praça de Pires, 63
Vista Do Sol
32597-143 Lima / MS",São Paulo,Brasil,Ensino Fundamental,9191,0,Divorciado(a),Saúde
2663,Catarina Sá,042.785.693-00,52,21/10/1971,"Passarela de da Conceição, 55
Vila São Gabriel Jacui
20205-079 Pires de Goiás / AP",Amazonas,Brasil,Ensino Superior,5255,1,Viúvo(a),Educação
2664,Henrique Andrade,678.015.942-58,36,11/04/1988,"Rua de Cunha, 527
Teixeira Dias
93712-917 Aragão do Campo / AP",Pernambuco,Brasil,Doutorado,19390,2,Divorciado(a),Engenharia
2665,Sr. Henry Pires,854.729.106-76,39,12/09/1984,"Feira Henry Vasconcelos, 4
Vila Mantiqueira
73111533 Mendonça / PR",Mato Grosso do Sul,Brasil,Mestrado,3402,2,Divorciado(a),Tecnologia
2666,Helena Aparecida,,25,25/12/1998,"Fazenda Vieira, 254
Nova Vista
02489708 Vasconcelos do Amparo / SP",Bahia,Brasil,Mestrado,27542,3,Divorciado(a),Educação
2667,Bianca Mendes,873.640.215-07,30,01/08/1994,"Condomínio de Martins, 36
Andiroba
18930-109 Caldeira do Campo / DF",Rio Grande do Norte,Brasil,Ensino Médio,19190,4,Solteiro(a),Saúde
2668,Sr. Yan Albuquerque,946.153.208-33,53,22/07/1971,"Fazenda Valentina Moreira, 70
Cinquentenário
16976-570 Costa / RO",Paraíba,Brasil,Ensino Fundamental,23814,4,,Tecnologia
2669,João Pedro Cavalcanti,843.065.972-29,34,22/12/1989,"Conjunto de Aragão, 832
Vila Real 2ª Seção
42808-996 Borges do Sul / BA",Paraná,Brasil,Mestrado,24458,2,Divorciado(a),Administração
2670,Ágatha Castro,730.862.451-07,47,01/02/1977,"Campo de Guerra, 50
Milionario
30553126 da Rosa / RO",Sergipe,Brasil,Mestrado,5418,3,,Administração
2671,Arthur Miguel Sales,472.901.583-50,31,22/03/1993,"Fazenda Pereira
Vila Mantiqueira
10212726 Caldeira de Leão / AL",Rio Grande do Norte,Brasil,Mestrado,12231,4,Solteiro(a),Tecnologia
2672,Sara Carvalho,349.275.806-10,28,20/11/1995,"Alameda de Azevedo, 2
Vila Tirol
25754-051 Vargas de Sales / MT",Tocantins,Brasil,Mestrado,16943,2,Viúvo(a),Marketing
2673,Dr. Yago Caldeira,803.516.749-93,19,07/06/2005,"Lagoa Jesus, 7
Vila Calafate
43403204 Machado do Galho / MG",Acre,Brasil,Doutorado,13704,2,Casado(a),Engenharia
2674,Lucca Montenegro,703.918.526-12,45,04/11/1978,"Chácara Casa Grande, 67
Conjunto Paulo Vi
09210807 Nogueira / MT",Ceará,Brasil,Ensino Médio,18490,3,Solteiro(a),Marketing
2675,Bárbara Vieira,197.243.568-09,19,31/10/2004,"Sítio Montenegro, 791
Frei Leopoldo
83350089 Rocha do Galho / PE",Rio de Janeiro,Brasil,Ensino Médio,6673,4,,Educação
2676,Maria Clara Pereira,892.106.357-95,44,12/08/1980,"Feira Danilo Nogueira, 797
Aguas Claras
24598-894 Santos / RS",Sergipe,Brasil,Doutorado,13210,3,Solteiro(a),Engenharia
2677,Sr. Thomas Campos,031.478.925-14,35,24/01/1989,"Conjunto Silveira, 35
Novo Tupi
74778-619 Silva / BA",Rio Grande do Norte,Brasil,Doutorado,4196,1,Casado(a),Engenharia
2678,Sr. Lorenzo Oliveira,463.580.279-56,36,16/06/1988,"Avenida Thiago Borges
Vila União
80496-224 Correia das Pedras / RN",Alagoas,Brasil,Ensino Superior,24080,3,Casado(a),Tecnologia
2679,Anthony Rocha,056.428.317-71,25,29/08/1998,"Campo de da Mata, 64
Calafate
21069128 Nogueira / ES",Distrito Federal,Brasil,Mestrado,27485,1,Casado(a),Administração
2680,Sra. Ayla Sales,395.684.701-66,55,24/10/1968,"Estrada Pinto, 6
Taquaril
21587454 Viana do Sul / AL",Sergipe,Brasil,Doutorado,15279,2,Divorciado(a),
2681,Gabrielly Cirino,574.062.893-83,30,11/01/1994,"Avenida Silveira
Vale Do Jatoba
55099-108 Novais / DF",Paraíba,Brasil,Doutorado,8152,0,Viúvo(a),Marketing
2682,Sra. Clarice Rodrigues,321.894.607-78,45,28/01/1979,"Rua Viana
Vera Cruz
55631-553 Sá Alegre / MT",Rondônia,Brasil,Ensino Superior,19975,0,Viúvo(a),Saúde
2683,José Porto,184.675.230-26,21,01/03/2003,"Vereda Mariah Garcia
Salgado Filho
24534239 Silveira de da Rocha / ES",Pará,Brasil,Pós-Graduação,17946,4,,Saúde
2684,Davi Lucas Cunha,032.615.784-08,18,19/10/2005,"Feira Maria Flor da Mata, 57
João Paulo Ii
98158-744 Sales / AL",Pernambuco,Brasil,Doutorado,28041,1,,Saúde
2685,Vitor Hugo Fonseca,574.193.826-46,58,07/05/1966,"Conjunto Silveira, 6
Conjunto Providencia
89431-472 Barbosa Paulista / AP",Amapá,Brasil,Pós-Graduação,6346,4,Solteiro(a),Educação
2686,Vinicius Farias,371.842.096-13,50,13/07/1974,"Sítio Isabelly Nascimento, 87
Jardim Felicidade
57917-927 da Paz de Minas / TO",Ceará,Brasil,Pós-Graduação,5915,4,Divorciado(a),Administração
2687,Nina Marques,528.607.139-21,51,14/08/1973,"Viaduto Alícia Silva, 38
Marieta 2ª Seção
88720-034 Dias do Sul / SP",Roraima,Brasil,Ensino Fundamental,6615,4,Solteiro(a),Engenharia
2688,Levi Nunes,729.643.018-40,50,01/11/1973,"Viaduto Abreu, 91
Braúnas
86064357 Rocha de Cassiano / PI",Paraná,Brasil,Doutorado,19757,3,Casado(a),
2689,Brayan Pastor,486.723.591-19,21,10/09/2002,"Feira Emilly Correia, 942
Marieta 3ª Seção
57773-994 Pinto / SE",Rio Grande do Norte,Brasil,Mestrado,21346,0,Solteiro(a),Marketing
2690,Liz Andrade,367.210.985-12,33,02/08/1991,"Viaduto da Paz
Boa União 2ª Seção
81037-589 Sá de da Rocha / PA",Rio de Janeiro,Brasil,Ensino Superior,9795,4,Casado(a),Saúde
2691,Luísa Silva,397.065.128-02,25,28/08/1998,"Favela de da Luz
Pedreira Padro Lopes
23926719 Vargas / AM",Ceará,Brasil,Ensino Médio,10672,2,Solteiro(a),Administração
2692,Sr. Joaquim da Rosa,172.584.390-05,41,10/02/1983,"Estação Luigi Caldeira, 5
Alto Dos Pinheiros
26034-549 Siqueira do Campo / PR",Pernambuco,Brasil,Mestrado,17803,0,Viúvo(a),Educação
2693,Natália Aparecida,315.208.967-86,18,03/07/2006,"Largo de Andrade, 8
Distrito Industrial Do Jatoba
55983-331 Rocha das Pedras / AL",Pernambuco,Brasil,Mestrado,15064,1,Viúvo(a),Tecnologia
2694,Henry da Rocha,968.724.350-38,45,26/10/1978,"Jardim Fogaça, 96
Vila Jardim São José
85397775 Gonçalves da Serra / TO",Espírito Santo,Brasil,Pós-Graduação,2739,3,Casado(a),Engenharia
2695,Emanuella Câmara,153.928.640-15,25,26/05/1999,"Colônia de Correia, 69
Vila Nova Gameleira 2ª Seção
23336039 Sampaio / MT",São Paulo,Brasil,Ensino Fundamental,13883,2,,Tecnologia
2696,Stella Pires,954.083.627-10,34,08/07/1990,"Chácara de Novais, 7
Providencia
92331151 Santos / BA",São Paulo,Brasil,Doutorado,15163,3,Viúvo(a),Marketing
2697,Isaque Fonseca,185.364.792-64,45,16/10/1978,"Conjunto de Silva, 98
Jardim Do Vale
10956-554 Carvalho de Rios / RJ",Rio de Janeiro,Brasil,Mestrado,26856,2,Divorciado(a),Saúde
2698,Dom Jesus,364.570.129-06,38,09/01/1986,"Estrada Marques, 957
Silveira
98127618 Jesus / PR",Mato Grosso do Sul,Brasil,Ensino Superior,28612,1,Casado(a),
2699,Dra. Hadassa Montenegro,109.748.623-04,37,27/03/1987,"Lago Luiz Felipe Pinto, 61
Vila Bandeirantes
86937-784 Albuquerque Alegre / CE",Pernambuco,Brasil,Ensino Fundamental,29787,1,Viúvo(a),Tecnologia
2700,Anthony Sampaio,852.419.673-46,51,30/08/1972,"Morro Luiz Otávio Sales, 834
Flamengo
75314163 Montenegro / SC",Pará,Brasil,Mestrado,1776,1,,Administração
2701,Francisco Oliveira,702.198.354-97,19,15/11/2004,,,Brasil,Doutorado,21348,0,Solteiro(a),Saúde
2702,Ana Cecília Freitas,895.467.012-11,34,20/10/1989,"Chácara Fernanda Teixeira, 92
Boa União 1ª Seção
03904-396 Silveira / PB",Tocantins,Brasil,Doutorado,12631,0,Casado(a),
2703,João Guilherme da Mota,304.719.568-48,32,13/03/1992,"Rodovia Isabella Campos, 6
Carmo
47880-648 Moreira das Flores / SP",Roraima,Brasil,Mestrado,14960,4,Casado(a),Educação
2704,Sr. Dom Oliveira,304.791.268-87,21,11/07/2003,"Lago Luiz Miguel Teixeira, 64
Campo Alegre
65249-380 Siqueira / PR",Amazonas,Brasil,Mestrado,11121,3,Solteiro(a),Saúde
2705,Rael Costa,217.340.956-52,27,26/12/1996,"Rodovia de Pires, 78
Pindorama
53912881 Aparecida / ES",Bahia,Brasil,Mestrado,7500,3,Divorciado(a),Educação
2706,Maria Luísa da Cruz,093.278.615-40,43,31/07/1981,"Viela Caldeira, 39
Vila Nossa Senhora Do Rosário
89123750 Cassiano / GO",Sergipe,Brasil,Ensino Superior,12976,3,Solteiro(a),Saúde
2707,Arthur Gabriel Rios,012.397.645-61,40,15/04/1984,"Setor Cavalcante, 429
Barroca
49738680 Pires Verde / SC",São Paulo,Brasil,Doutorado,16126,2,Solteiro(a),Marketing
2708,Maria Helena Montenegro,132.987.465-09,38,31/01/1986,"Chácara de Mendes, 60
Morro Dos Macacos
61110-162 Machado / SC",Maranhão,Brasil,Ensino Médio,12863,3,Divorciado(a),Educação
2709,Allana Vieira,,50,22/11/1973,"Trecho Duarte, 94
São Pedro
76794-134 Gonçalves dos Dourados / AP",Sergipe,Brasil,Pós-Graduação,16320,0,Divorciado(a),Engenharia
2710,Ísis Barbosa,309.821.476-78,35,19/07/1989,"Viela de Farias, 86
Vale Do Jatoba
52663508 da Conceição / SP",Goiás,Brasil,Ensino Médio,14980,4,Casado(a),
2711,Dr. Gustavo Henrique Alves,527.148.360-62,41,23/08/1982,"Chácara de Rodrigues, 20
Vila Da Paz
57824-554 Montenegro dos Dourados / AL",Pará,Brasil,Ensino Fundamental,6031,0,,Educação
2712,Lucca Lima,246.357.091-16,43,10/07/1981,"Campo de Sales, 475
Mala E Cuia
30440483 Rezende / BA",Acre,Brasil,Mestrado,2101,2,Casado(a),Administração
2713,Sra. Ana Laura Albuquerque,537.829.014-79,56,18/06/1968,"Loteamento Brito, 31
Vila São Gabriel
44156092 Silveira / AL",Acre,Brasil,Doutorado,16882,1,Divorciado(a),Administração
2714,Raul Moura,965.387.124-28,58,14/11/1965,"Passarela Ramos, 843
Grajaú
52999-544 Pires / AL",Minas Gerais,Brasil,Pós-Graduação,13964,2,Solteiro(a),Tecnologia
2715,Lara da Conceição,039.847.265-38,44,06/01/1980,"Conjunto Freitas, 5
Marieta 1ª Seção
39176807 Rios do Sul / MS",São Paulo,Brasil,Pós-Graduação,17310,3,Solteiro(a),Saúde
2716,Esther Gomes,539.210.478-97,31,27/06/1993,"Sítio de Farias, 21
Vila Boa Vista
93706-542 Vasconcelos Alegre / MT",Rondônia,Brasil,Ensino Médio,24570,2,Casado(a),Educação
2717,Ana Laura da Cunha,720.349.561-25,36,14/05/1988,"Jardim Barbosa
Dom Joaquim
59020-460 Machado / GO",Pernambuco,Brasil,Mestrado,23514,1,Divorciado(a),
2718,Arthur Miguel Sousa,385.201.964-89,31,18/06/1993,"Rodovia Monteiro, 9
Taquaril
31302-496 Brito de Novais / CE",Minas Gerais,Brasil,Pós-Graduação,17088,0,Solteiro(a),Saúde
2719,Sr. André da Mota,760.149.385-75,48,11/05/1976,"Alameda Gonçalves, 6
Conjunto Providencia
72920-564 Rezende / PA",Sergipe,Brasil,Pós-Graduação,20274,3,,
2720,Gabriela da Mata,078.215.934-60,59,02/03/1965,"Favela da Conceição, 89
Santo Antônio
17636-611 Costela / MA",Rio Grande do Sul,Brasil,Doutorado,11829,4,Divorciado(a),Engenharia
2721,Ana Liz Almeida,382.645.971-73,31,12/12/1992,"Praça Clara Cassiano
Jardim Leblon
60348486 Vieira do Sul / RN",Pará,Brasil,Ensino Médio,21017,1,,Educação
2722,Dra. Letícia Cirino,356.840.129-06,58,20/08/1966,"Favela de Ramos
Mala E Cuia
16167-312 da Paz / RS",Rio Grande do Sul,Brasil,Ensino Médio,2331,4,Casado(a),
2723,Valentina Brito,197.384.260-22,18,30/10/2005,"Via Pimenta, 402
Universitário
83807-003 Aragão da Praia / AM",Rio Grande do Sul,Brasil,Pós-Graduação,14166,0,,Marketing
2724,Augusto Teixeira,738.509.214-41,29,19/08/1995,"Ladeira Ravi Pires
Vila Sesc
25126-373 Barros / MA",Rondônia,Brasil,Ensino Fundamental,11849,0,Viúvo(a),Educação
2725,Levi Melo,098.726.413-31,24,04/07/2000,"Fazenda de Martins, 98
Santa Helena
53455-811 Porto / AL",Mato Grosso,Brasil,Ensino Médio,12438,1,Divorciado(a),Marketing
2726,Mariane Castro,712.059.368-40,34,20/04/1990,"Sítio de Moraes, 50
Marilandia
99625190 Câmara de Câmara / MG",Rio de Janeiro,Brasil,Mestrado,11915,2,Divorciado(a),Tecnologia
2727,Lorenzo Gomes,956.807.423-65,25,07/03/1999,"Lagoa Benicio Siqueira, 32
Vila Olhos D'água
77718381 Montenegro Verde / SP",Rio Grande do Norte,Brasil,Ensino Médio,20989,0,Viúvo(a),Marketing
2728,Natália Mendonça,263.459.708-83,19,27/11/2004,"Lagoa de Garcia, 12
Tupi A
55436-287 Casa Grande do Amparo / DF",Pernambuco,Brasil,Mestrado,2537,2,,Tecnologia
2729,Arthur Novais,650.291.374-16,36,27/06/1988,"Quadra de da Luz, 74
Dom Bosco
60479408 da Conceição de Ramos / RS",Mato Grosso,Brasil,Ensino Superior,19109,4,Solteiro(a),Educação
2730,Maria Clara Carvalho,659.172.083-95,19,26/09/2004,"Passarela Sá, 758
Vila Mantiqueira
86906-373 Cunha Paulista / CE",Distrito Federal,Brasil,Doutorado,5124,4,,Saúde
2731,Laura Garcia,096.427.851-02,60,30/06/1964,"Núcleo Caldeira, 151
São Marcos
57308810 Silva do Galho / AM",Amapá,Brasil,Pós-Graduação,11040,0,Viúvo(a),Saúde
2732,Alícia Sousa,217.405.389-60,26,20/05/1998,"Aeroporto de Nunes, 5
Novo Santa Cecilia
90776572 Vargas do Sul / CE",Maranhão,Brasil,Mestrado,6518,0,Viúvo(a),Engenharia
2733,Kamilly Mendonça,416.357.892-73,27,22/11/1996,"Sítio Olivia Correia, 17
Esplanada
06718-724 Gonçalves da Praia / RN",Ceará,Brasil,Mestrado,16626,4,Divorciado(a),Tecnologia
2734,João Pedro Sá,094.273.681-87,30,26/09/1993,"Lago Correia
São Gabriel
66852-723 Câmara / BA",Minas Gerais,Brasil,Ensino Médio,18000,3,Solteiro(a),Tecnologia
2735,Isabela Santos,321.406.957-80,22,31/10/2001,"Parque de Correia, 5
Eymard
90948-315 Mendes de da Rocha / RO",Rondônia,Brasil,Ensino Superior,20459,2,Divorciado(a),Marketing
2736,Brenda Fernandes,082.653.497-00,36,16/10/1987,"Estação de Nogueira, 63
União
12916772 Pires / TO",Rio Grande do Norte,Brasil,Ensino Superior,8385,4,Solteiro(a),Engenharia
2737,Vitor Gabriel Costela,671.839.042-96,44,24/12/1979,"Aeroporto Freitas, 58
São Jorge 3ª Seção
47486491 Abreu / MS",Pará,Brasil,Mestrado,29602,4,,Administração
2738,Mateus Pacheco,179.420.386-96,60,01/12/1963,"Morro Helena Ramos, 39
Vila Primeiro De Maio
11469-327 das Neves da Serra / MT",Paraná,Brasil,Ensino Médio,24829,1,,Educação
2739,Bárbara Moreira,528.401.793-50,50,07/02/1974,"Passarela Gustavo Barros, 59
Senhor Dos Passos
72722055 Aparecida / RS",Piauí,Brasil,Mestrado,26195,4,,Educação
2740,Apollo Rios,906.175.234-52,18,07/01/2006,"Residencial de Siqueira, 24
Oeste
03538-591 Rezende da Praia / SE",Goiás,Brasil,Doutorado,12620,0,,
2741,Yago Leão,651.920.874-49,21,04/05/2003,"Favela de Alves, 90
Silveira
91923-447 Mendes / RO",São Paulo,Brasil,Ensino Superior,20752,3,,Educação
2742,Isaac Cavalcante,602.394.157-52,27,31/05/1997,"Loteamento João Vitor Martins
Salgado Filho
48235-624 Nunes da Serra / AC",Bahia,Brasil,Ensino Médio,8670,1,Viúvo(a),Administração
2743,Dra. Alexia Abreu,590.612.748-85,58,26/12/1965,"Trecho de Costa, 76
Alto Das Antenas
75899-809 Correia do Sul / RR",Amapá,Brasil,Mestrado,3400,0,Casado(a),Educação
2744,Sara Vieira,641.037.982-03,60,10/10/1963,"Chácara de Nascimento, 3
Mineirão
70303-546 Cassiano da Prata / PE",Alagoas,Brasil,Mestrado,17093,2,Casado(a),Engenharia
2745,Brayan Casa Grande,623.915.408-33,43,12/08/1981,"Pátio de Gomes, 83
Horto
36121665 Rezende / RN",Rio Grande do Norte,Brasil,Mestrado,27432,0,,Educação
2746,Isis da Costa,582.746.039-74,18,23/12/2005,"Residencial de da Cunha, 604
Barão Homem De Melo 3ª Seção
77386392 Nunes do Oeste / RS",Pará,Brasil,Ensino Médio,7741,2,Viúvo(a),Educação
2747,Dom Leão,459.367.218-09,29,28/08/1994,"Passarela de Albuquerque, 76
Europa
45080-333 da Paz / PA",Bahia,Brasil,Pós-Graduação,22632,0,Casado(a),Saúde
2748,Dra. Nina Freitas,937.104.625-25,38,18/08/1986,"Passarela Rocha, 27
Ápia
97678341 Cardoso da Mata / CE",Amazonas,Brasil,Mestrado,15711,3,Casado(a),
2749,Maria Luiza da Rosa,352.789.641-46,30,13/08/1994,"Alameda Ana Laura Costela, 2
Biquinhas
01701536 Siqueira / RR",Rio Grande do Norte,Brasil,Doutorado,16415,0,Solteiro(a),Marketing
2750,João Pedro Leão,124.396.087-69,31,22/12/1992,"Viaduto Helena da Cruz
Vila Madre Gertrudes 4ª Seção
04506-725 Oliveira de da Mata / PR",Tocantins,Brasil,Doutorado,21380,4,Viúvo(a),Tecnologia
2751,Marcos Vinicius Rios,402.651.973-25,22,26/01/2002,"Distrito da Mota, 61
Solar Do Barreiro
20588-423 Mendes das Flores / RS",Ceará,Brasil,Ensino Fundamental,15264,2,Viúvo(a),Marketing
2752,Valentina Pacheco,,35,27/02/1989,"Sítio de Guerra
Vista Alegre
57506557 Alves / PR",Mato Grosso,Brasil,Doutorado,2421,3,Solteiro(a),Educação
2753,Lucas Novais,120.537.684-44,57,02/02/1967,"Pátio Campos
Coração De Jesus
56847048 Rodrigues / PE",Ceará,Brasil,Ensino Médio,1529,3,Solteiro(a),Marketing
2754,Alícia Martins,382.064.517-90,24,08/09/1999,"Rua Kamilly Teixeira, 17
Gutierrez
86970667 Fernandes / AM",Rondônia,Brasil,Ensino Fundamental,29664,0,,Educação
2755,Luan Aragão,458.123.970-23,60,29/06/1964,"Condomínio de Garcia, 74
Pantanal
33767703 Correia / CE",Distrito Federal,Brasil,Doutorado,25003,2,Solteiro(a),Tecnologia
2756,Joana Barbosa,960.152.387-12,54,26/10/1969,"Feira Noah Mendes, 834
Vila Piratininga Venda Nova
06657-180 da Cruz / PE",Alagoas,Brasil,Ensino Médio,8386,0,Casado(a),
2757,Leandro Pires,805.291.637-21,36,16/10/1987,"Colônia Freitas
Vila Atila De Paiva
82427-011 Monteiro da Prata / TO",Mato Grosso,Brasil,Ensino Superior,22337,0,Divorciado(a),Engenharia
